,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
QQQ_vol_adjusted_mean_21_day,0.12674588443634197,0.08905101761247779,-0.04517702966400588,-0.012290101718471906,-0.0791909238736491,-0.11268711226098098,-0.061659232229899726,-0.07540775537240071
HYG_ewm_return_21_day,0.08357722933057161,0.14120693797994624,-0.023669557792915026,-0.020550633826856377,-0.10365990567824494,-0.024988664449250752,0.009522241070236866,0.009251416083290687
HYG_rolling_vol_21_day,-0.13566435664647075,0.03325961328128418,0.02156854482446917,0.16471478669643597,-0.059234550674751335,-0.09513184891873007,-0.10046412989300127,0.011696874720867211
HYG_vol_adjusted_mean_21_day,0.09548458865182316,0.12096305598973549,-0.05443128919522468,-0.03149020407437172,-0.10062423766892774,-0.055535767652726796,0.01431910315949708,-0.06506620051495321
UUP_ewm_return_21_day,-0.052250545426329495,-0.07599712400604576,0.009640784023635395,-0.02745913805513537,0.16247962352748604,-0.22175965415419857,0.05697958426512891,-0.02550080307790326
UUP_rolling_vol_21_day,-0.11085202656819433,0.050127305545512056,0.0031923655719688546,0.22684725667370156,-0.07928002930361389,-0.05793952313903066,-0.06912032036544863,0.02060473934554368
UUP_vol_adjusted_mean_21_day,-0.04243081631067668,-0.06189339657438099,0.02493900918492208,-0.05195681065821831,0.1607733219964717,-0.20642849925205395,0.057099284749652736,-0.028952472180105902
IWM_ewm_return_21_day,0.12028625672353102,0.14376099757630414,0.0014733397652565582,-0.007371821760075348,-0.08468814996526107,-0.11139321972814677,0.021538000872191484,0.011777508014948701
IWM_vol_adjusted_mean_21_day,0.11653552977082936,0.11034548588025339,-0.045142566522721805,0.005024944408029897,-0.08435418775651801,-0.14672466592053715,0.0016083693220548764,-0.05596127984203891
USO_ewm_return_21_day,0.11206546016781406,0.09778905903578695,-0.01629482922520388,0.005732702056083365,-0.10129603295299354,0.06792635489467305,0.055219579993068854,0.1151791785973479
USO_rolling_vol_21_day,-0.13150920537388353,0.013915971490066466,0.03937220085115402,0.10837113860502737,-0.16269737959609767,-0.08965744536186912,-0.11294296744888194,-0.015423013390357527
USO_vol_adjusted_mean_21_day,0.0978409710037595,0.07932405291381148,-0.03862748880492658,0.03611296434410018,-0.12295662128062652,0.0545175242810237,0.0426201034908124,0.07589638390848513
XLF_ewm_return_21_day,0.11087403974149806,0.12326753414611456,0.010523905377965534,-0.030603886608569178,-0.05135069504671155,-0.13029801269536267,-0.018966101076105257,0.009143439566537934
XLF_rolling_vol_21_day,-0.1328391737955765,0.03376135439885937,0.027690487456479174,0.1911708440588898,-0.1153321784580533,-0.07722005207795123,-0.04685401635461264,0.013382719279927015
XLF_vol_adjusted_mean_21_day,0.11994921404195415,0.08323351884011092,-0.037002274448334274,-0.015101989207823767,-0.05081241378360404,-0.18093648064656778,-0.043933784052281495,-0.08771465138295433
XLE_ewm_return_21_day,0.10479728112397066,0.15257361361039587,0.001156282862505184,0.017303755933408153,-0.12730041905793085,-0.03039748368955661,0.04320561623136695,0.05283664501128324
XLE_rolling_vol_21_day,-0.16038910336126458,0.010062544249891347,0.04126770725026378,0.14233069533591966,-0.08754820777686317,-0.09439689327201144,-0.05723603874399503,-0.01995047141365775
XLE_vol_adjusted_mean_21_day,0.10052524495447948,0.11455118904455128,-0.047782265746991674,0.03633882851478931,-0.13485539921743991,-0.040240600021691005,0.0554325121164831,0.013605728037856642
^VIX_ewm_return_21_day,-0.07893056919370224,-0.13797428052663122,-0.01592056775449879,0.001933290247822162,0.10497736243748777,0.1277314087106969,-0.08042977984309317,0.01527238222478395
^VIX_rolling_vol_21_day,-0.10527040467081773,-0.048024920741966313,0.04541016553102174,-0.08485186418361758,0.05228279301954598,0.03674923671004534,-0.0637508897384368,0.12909095629019557
^VIX_vol_adjusted_mean_21_day,-0.07140440523769358,-0.13447998912114265,0.02633422671920474,-0.002172630210615207,0.12437322708533521,0.1453406158386974,-0.044430264305733005,0.0369032027110918
SPY_vol_adjusted_mean_63_day,0.1675430371744978,0.03425242444833651,-0.046663128236403686,-0.007837808933718222,0.05417992450477107,0.003414776781120326,-0.0563245073512196,-0.048918621131503845
TLT_ewm_return_63_day,-0.1272882907643182,-0.002603745150559503,0.0041917146140525805,-0.09043012265706647,-0.07375052579828546,0.08385877004202649,0.06418085648259811,-0.2036731199737425
TLT_rolling_vol_63_day,-0.09739437215658145,0.12367520180587507,-0.03519199198940064,0.16403523596032576,-0.03577539057584074,-0.03970831569794411,-0.05965132001759545,0.030273653884448366
TLT_vol_adjusted_mean_63_day,-0.09628959577898898,0.007212619199493869,0.009057241802855462,-0.12895365784307083,-0.10796790887160752,0.05394111745883091,0.056252557955347525,-0.1989380548391473
GLD_ewm_return_63_day,-0.03405714950846824,0.06675099196713837,-0.02033360025714679,0.006562183236700017,-0.17940255960897672,0.2635817981203888,-0.09600324545277641,-0.014765647788410706
GLD_rolling_vol_63_day,-0.11081699997281265,0.0426317039348021,0.01033074890571057,0.2258197296562132,-0.06940696411265887,-0.10220232661871245,0.019800379137186536,0.01581302867282556
GLD_vol_adjusted_mean_63_day,-0.034530278057822134,0.06839129374718404,-0.024443554451277615,-0.010625334668624043,-0.1406157029106469,0.2182984480827733,-0.068432655474656,0.01735075417755715
QQQ_vol_adjusted_mean_63_day,0.1493800343313974,0.027108709039580743,-0.04162207680681261,-0.007520034075653818,0.06548379594724156,0.006702657182795314,-0.08026725260588921,0.021791642608688492
HYG_ewm_return_63_day,0.11878071162625353,0.13761517322400796,-0.06621392223649533,-0.030811577827708582,-0.04048321262050121,0.03072026034237013,0.0036695192725045697,0.01094718064481357
HYG_vol_adjusted_mean_63_day,0.12358691188276642,0.09398525555122504,-0.06820433490264159,-0.024749130152824345,0.020656553463801974,0.06365831993385793,0.04095144763778243,-0.014763435679542072
UUP_ewm_return_63_day,-0.07447039991547372,-0.0735580812935816,0.03165182429770764,-0.025308030275810172,0.14010964450298294,-0.2545300937607803,0.023735587344626868,-0.08673962341646171
UUP_rolling_vol_63_day,-0.09886140078607066,0.06604838279158508,-0.003730323906595134,0.25297225692315656,-0.09132102541096854,-0.05046977737651569,-0.0643380689745155,0.02394370892903507
UUP_vol_adjusted_mean_63_day,-0.05143592618573346,-0.05798278868949265,0.03296478932899096,-0.043347790238719756,0.09578403815277242,-0.23812831292360306,0.02153233742983332,-0.11316905857088712
IWM_ewm_return_63_day,0.1592160379230507,0.1147597585808394,-0.04853816793543558,-0.019125702749658472,0.006395009461171158,-0.07322808275457691,-0.004954988622794982,0.0044879473489482045
IWM_vol_adjusted_mean_63_day,0.1551343164242714,0.054600205787092265,-0.05101981279330196,0.04423119159002047,0.0666759369366993,-0.03897245490946809,-0.0132271016908554,-0.008226740905204139
USO_ewm_return_63_day,0.14439306176207195,0.06446531790358381,-0.04028279602152492,-0.0013242683148417232,-0.02483725605629655,0.09514428597691629,0.0887446393458485,0.10775661604746209
USO_rolling_vol_63_day,-0.10094983345909474,0.044808692847244626,0.01960705472922231,0.13559377713523338,-0.1860035614860878,-0.09645717031425724,-0.13104337329650048,0.0008779335651524068
USO_vol_adjusted_mean_63_day,0.12955810793942862,0.041703717067621,-0.040434911557428684,0.05652660150507434,-0.018952955213883155,0.0955207288374248,0.09039473364566492,0.08880751845532701
XLF_ewm_return_63_day,0.14638021876995597,0.09962893960293509,-0.03796367183095164,-0.055198265368072735,0.029530991130684147,-0.08970529491264924,-0.06681857722935144,-0.0006980133095361855
XLF_vol_adjusted_mean_63_day,0.14805072651013232,0.024593231578747453,-0.03691030904358062,-0.0019918103656840365,0.07787771414600321,-0.0652707723459343,-0.07228097069103646,-0.024964472386005552
XLE_ewm_return_63_day,0.14616881373566643,0.133345618264286,-0.0511447052808631,0.014515767250846075,-0.05163840976941665,0.012317833326696444,0.04552776601500793,0.07114878257342117
XLE_rolling_vol_63_day,-0.13982760084004217,0.04801503888693753,0.019372326246005683,0.18267753167668607,-0.12859634592379018,-0.09787999836832557,-0.05456911781037803,-0.04213091108843224
XLE_vol_adjusted_mean_63_day,0.12987246646068284,0.07154042321923232,-0.05122995883222255,0.08335858665196923,-0.00896517439295014,0.04805595263215605,0.08575259114419123,0.07880299366060543
^VIX_ewm_return_63_day,-0.1293288762334376,-0.12288631237521974,0.028543814168480765,-0.030298628290434403,0.07970534130254063,0.08438092199382509,-0.08797318009291746,0.06115162225151565
^VIX_rolling_vol_63_day,-0.10705411893419134,-0.015473450381309152,0.03918415705374609,-0.10590580087681734,-0.00497338121861748,-0.06027742365004812,-0.06167666206900635,0.08310589653770402
^VIX_vol_adjusted_mean_63_day,-0.13166155586247988,-0.09784466361332927,0.049456249468731776,-0.0629735938182079,0.014293323072203719,0.01396398570844086,-0.04057134140177282,0.02583699627573883
SPY_mean_return_3_day/4window_return,0.0009715848176868177,0.0016656393885693954,-0.003325837075624929,0.002411128962655504,-0.01108173306431143,-0.010719464729973946,0.011963867801561789,-0.02065779129192185
TLT_mean_return_3_day/4window_return,-0.0021957527302060523,-0.0020500812617668678,0.006513910730508427,0.007450916422366503,0.010106012843737609,-0.010028076648816395,0.004585202119462606,-0.009441154980884445
TLT_return_delta_3_day,-0.008338643394897207,-0.03827032406290155,-0.13585730031560825,-0.003402031132158507,-0.041884528080349835,-0.00014312413253291371,-0.011385528364032595,-0.028143898377055963
GLD_mean_return_3_day/4window_return,-0.004026169772428287,-0.008027941564418094,-0.015502709998346655,-0.00833991398286689,-0.010245160548534412,-0.00770822144945961,0.0062506312347348405,-0.012107029202781512
GLD_return_delta_3_day,-0.003880804582669518,-0.005502887766367007,-0.0014175548335536067,0.0035586872728874753,-0.020184500285138605,0.07911490247494798,-0.057570299592529836,-0.11033358911487698
QQQ_mean_return_3_day/4window_return,-0.002051788575890454,0.004055734356858827,0.01044745887681665,-0.003432032846203557,0.010442507655768615,-0.011528484832234159,-0.012294438051416156,-0.007080481771684568
QQQ_return_delta_3_day,0.011292443505688579,0.057967692450107015,0.21168852979852443,0.0011853746518145961,0.05770943797945143,0.02098410064806681,-0.00029225689528460607,-0.02631094459810704
HYG_mean_return_3_day/4window_return,0.007382919818999569,0.0018088075516538606,-0.001994132188477052,-0.0010379347506584617,0.007728706511230371,0.014000042735158534,0.01066750408205384,-0.004251607634815227
HYG_return_delta_3_day,0.010887262607167004,0.05309020015652128,0.17945444719498213,0.0013218694925489175,0.04024837790417593,0.026533090422807975,-0.006257204484237321,-0.023863379642031467
UUP_mean_return_3_day/4window_return,0.0031009272914207906,-0.006899917683339078,-0.002018660910809172,-0.015414989116011737,0.01672031252661718,0.0065122471354423055,0.004361779254712563,-0.024326909361887514
UUP_return_delta_3_day,-0.002772018960123715,-0.01881555022924924,-0.07303788972837517,-0.003153156943630869,0.004677546352670581,-0.0839939315358436,0.05268347917679733,0.09767674724274403
IWM_mean_return_3_day/4window_return,-0.0012183762394221923,-0.0023613788915196336,-0.0009174220075039733,0.0009221965495613769,-0.004437299785302995,0.02138895169078494,0.01339595009651553,0.004858389338434248
IWM_return_delta_3_day,0.012433908256735628,0.061621692435749297,0.2240728627353638,0.0012440672227780928,0.060291476797907556,0.023254093787868118,-0.002113649165525676,-0.026240335351327852
USO_mean_return_3_day/4window_return,0.006423128798008867,-0.007263238676597308,0.0015982333215719185,0.004110507401108754,-0.005486273241512396,0.004538381839364405,-0.01525881091630792,-0.015900453350004666
USO_return_delta_3_day,0.008290234719771831,0.042242145026516936,0.1431185585264308,0.0033977675396423416,0.018793023415425308,0.06041857925087891,-0.026961466722969084,-0.05537367399840873
XLF_mean_return_3_day/4window_return,-0.00011851743465214017,0.00017159491470010183,-0.007861270593993722,0.0009214532545561258,-0.008799172386407367,0.008342864285691975,-0.006238983193926669,-0.006805730597083027
XLF_return_delta_3_day,0.012238313710084488,0.05651681256186631,0.20298723534038454,0.001432673907114225,0.05635711793760003,0.015269270991621455,0.0018594348315483758,-0.01615766902699352
XLE_mean_return_3_day/4window_return,-0.0049551040774632425,0.006748458084760307,-0.0024006494997903033,0.012255933460610234,-0.0019699022264699226,0.018831614541132382,-0.010787154666229839,-0.005053938936159884
XLE_return_delta_3_day,0.012162436819674275,0.060180899205618824,0.21539159242474917,0.003395236026486392,0.04779639109290568,0.04751927102951295,-0.01708255808085521,-0.05035913457170611
^VIX_mean_return_3_day/4window_return,0.002994573587288727,-0.00022671724341531108,0.006167562545325715,-0.0016996883250514144,-0.0038589232009388547,-0.00602488266175434,-0.018118877728653306,-0.003235895850917818
^VIX_return_delta_3_day,-0.009100880979604728,-0.05129553074619181,-0.18748564672097498,-0.00017473976666910774,-0.05145389269562808,-0.01665696355360405,-0.004351556963735429,0.01790433088293103
SPY_GLD_corr_21_day_mean,0.020563806584853878,0.08959421831797078,-0.07175144659910307,0.15396041638443445,0.25310643839385916,0.0797648244166592,0.008559554231367372,-0.045985137073417996
SPY_^VIX_corr_21_day_mean,0.1064209533690141,-0.0022816696785333416,-0.03675517182206114,0.06861704415753665,0.05890956133913439,0.031014111674165942,-0.20697567477474688,-0.20411452167034128
TLT_GLD_corr_21_day_mean,0.04172762335960262,-0.07544956687306127,0.04729160149596286,-0.1556015533903847,-0.14672179233679752,-0.08682197988625473,-0.18347066852474225,0.08988129406887209
TLT_QQQ_corr_21_day_mean,0.1058659452296803,-0.12045705971195589,0.03248040697162853,0.06986204345825085,0.06187752114237613,0.0021363373378721425,-0.21499493688835314,0.16452453871423345
TLT_HYG_corr_21_day_mean,0.10479141145597311,-0.12621736867481625,0.03248588506088831,0.10374352344107277,0.060098714598548514,0.012980930545555013,-0.11824862619942306,0.17174498615904402
TLT_UUP_corr_21_day_mean,-0.08363981022185442,0.1344459312298036,-0.0637064566918509,0.012578914262872453,0.10861951717268616,0.04723834149127336,0.08651368438172008,-0.15108861449999464
TLT_IWM_corr_21_day_mean,0.09313336929535178,-0.08412862806036119,0.01325972124211376,0.08494594144421687,0.09080370570745241,0.05405798430882159,-0.20732480548562207,0.21128020832047636
TLT_USO_corr_21_day_mean,0.11680697676418371,-0.12816395497803298,0.03826689157009317,0.02670956879784032,0.005491262563853175,0.03875412316825266,0.08508636253062252,0.0934971719591647
TLT_XLF_corr_21_day_mean,0.06089282961994419,-0.049499538659265846,0.005593590397062772,0.17450397733099987,0.06377028448665054,0.06948654781852308,-0.15621790467964858,0.23804046747974328
TLT_XLE_corr_21_day_mean,0.11194561146101457,-0.12401112188697812,0.03356385173598714,0.08680179406625387,0.06906094828622998,0.01715112760798315,-0.08209715599820729,0.1540591975396221
TLT_^VIX_corr_21_day_mean,-0.10877129225289009,0.08811588305336975,-0.01223669050125486,-0.07117040054575553,-0.06484045650166906,-0.022065937250494595,0.25397014305470766,-0.1425520050516218
GLD_HYG_corr_21_day_mean,0.05412934714863537,0.04730933074183104,-0.06000284008042042,0.10764683180811378,0.26814038678792845,0.06867087559051752,0.01886247868191329,-0.04944851146226628
GLD_UUP_corr_21_day_mean,-0.058910684356955935,0.06804997375259077,-0.01999053205661918,-0.062151259242760354,-0.036364997839933924,0.003873999038776209,0.03823411494656138,0.017760187995917803
GLD_USO_corr_21_day_mean,0.015981010258798306,0.02209211267724699,-0.032404515812519366,0.21030733049321182,0.1433535739709129,0.0839088354031495,0.21878104782471836,-0.06167835002242318
GLD_XLE_corr_21_day_mean,0.02202991692767653,0.04364837645457215,-0.04580928146538007,0.213094436325707,0.19717252047712333,0.06928084478114668,0.13789956792496885,-0.06798103122502683
QQQ_HYG_corr_21_day_mean,-0.042812651918561255,0.10630828772485744,-0.040009351222319536,-0.2217043522247903,0.06923196307076268,-0.01326148154326683,-0.10703193456245408,0.06137591909641102
QQQ_IWM_corr_21_day_mean,-0.11843837700257191,0.11620358362222809,-0.029474726754126268,0.014650646932275156,0.0044388630508920175,0.04452479580628183,0.11066550072029463,0.15962918025407366
QQQ_USO_corr_21_day_mean,-0.08598934568096309,0.15817087064580462,-0.06667497204253266,-0.028480380979926615,0.11990948192315584,-0.013191566782250768,-0.17009273066017397,-0.03995262970505542
QQQ_XLF_corr_21_day_mean,-0.11911030707216816,0.1019235274552978,-0.021704104921313163,-0.03656183673933518,-0.0018604453832191383,0.010227707121244744,0.1169992054157491,0.1504520707965444
QQQ_XLE_corr_21_day_mean,-0.1072591815495555,0.16388623425934865,-0.0616139859476275,0.007835116709386525,0.07413090865453058,0.041324354613674986,-0.009256016072754746,0.10070142114488148
QQQ_^VIX_corr_21_day_mean,0.10867654059942745,-0.005088578166936227,-0.03805393870077572,0.07937287704170141,0.07506097691858998,0.007278787166633082,-0.14504377134175217,-0.20781009377887016
HYG_UUP_corr_21_day_mean,0.019936774630339184,-0.143974922093564,0.0868253641818401,-0.05130632147560923,-0.17958446781270276,-0.08739980073565112,-0.018813868594115636,0.01399665426098925
HYG_IWM_corr_21_day_mean,-0.051396488650425884,0.1136617969646425,-0.04123301222336339,-0.21817150715651948,0.04661482506916257,-0.007139283826754666,-0.10009699911994885,0.05093686035999823
HYG_USO_corr_21_day_mean,-0.0588194500275067,0.1265198405782158,-0.04916958563170115,-0.09384751418407088,0.06208280255148089,-0.061923239595415944,-0.20705089786090305,-0.07145228033882763
HYG_XLF_corr_21_day_mean,-0.07804761913836084,0.13134665739524573,-0.042395364695917745,-0.19706850687116362,0.028859390632419137,0.017072311794823873,-0.003410113251130539,0.09225627083810825
HYG_XLE_corr_21_day_mean,-0.06167576017551716,0.1442079547395499,-0.055048942016360985,-0.15811979013361718,0.06867268229142678,-0.013633225015124213,-0.09106814495227225,0.06450662985596656
HYG_^VIX_corr_21_day_mean,0.0739526504066185,-0.0707394175096074,0.009767898445994443,0.21997687496749135,-0.020722028023569185,0.014413644522569272,0.017622442295850426,-0.14020682993103079
UUP_USO_corr_21_day_mean,0.05118824344301925,-0.10966892299264523,0.05941410361301469,-0.14815452996036213,-0.12401640546648124,-0.03772016085132859,-0.100664912256958,0.09078179127109125
UUP_XLF_corr_21_day_mean,0.04622461504892302,-0.16688903737672986,0.09171880721635323,-0.049536437002117545,-0.16875641006722383,-0.0876464953516608,-0.015846383538058284,0.039141058359525145
UUP_XLE_corr_21_day_mean,0.042518951742192564,-0.14417724172916696,0.08145215798566482,-0.12786698649059727,-0.15836036445913465,-0.07128305134403795,-0.07524306191040697,0.05550235401114896
IWM_XLF_corr_21_day_mean,-0.11428027175719165,0.10418784679439008,-0.018366936039058132,-0.004904892357733722,-0.0562558200532689,-0.006878687843279694,0.07168822315985025,0.12076217839526504
IWM_XLE_corr_21_day_mean,-0.09781555925003525,0.1698058983561397,-0.06706802366802517,-0.026277405755580994,0.07868964498512582,0.04583951176162404,-0.07067112740952863,0.10014957286367618
IWM_^VIX_corr_21_day_mean,0.12716022308229444,-0.036005540940642865,-0.02219777276601996,0.026674459469531047,0.03783173916694837,0.027812361781745894,-0.17003711079968423,-0.18256762271360347
USO_XLF_corr_21_day_mean,-0.0762343459191441,0.1638377149378878,-0.0722020067308776,-0.05468629526007978,0.1248804460328186,-0.016848151451010217,-0.2078944858604054,-0.010144299442487738
USO_XLE_corr_21_day_mean,-0.07325269093813426,0.062132140365574,-0.013636779323597033,-0.01171654609963183,0.037704862622350475,-0.10006609414471405,-0.22305884640916462,-0.1292453722130459
USO_^VIX_corr_21_day_mean,0.09152735020515962,-0.13411968925971163,0.05123676052381192,0.02593059280885223,-0.11261287785139729,0.056725818782001995,0.2215876433161585,0.012640941777769487
XLF_XLE_corr_21_day_mean,-0.08442421774879735,0.16624977914949096,-0.06587611979646306,-0.07003070008457435,0.08941599708679739,0.022572495519799486,-0.10326767286343837,0.11865809380260771
XLF_^VIX_corr_21_day_mean,0.12508123269411797,-0.07089219193430013,-0.0010126469635333183,0.05356894307440018,0.022386484586858428,0.013685979877253849,-0.1890143058992463,-0.20179646850472097
XLE_^VIX_corr_21_day_mean,0.12012275969194938,-0.139372031699329,0.04368285821111344,0.008558956565339847,-0.0719988525370733,-0.014097309046009076,-0.030465762632070795,-0.16341556246382993
